"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"BEL","TRADEGOODSERV","IMP","PC_GDP","A","1996",58.0203848015116,
"BEL","TRADEGOODSERV","IMP","PC_GDP","A","1997",60.902358975732,
"BEL","TRADEGOODSERV","IMP","PC_GDP","A","1998",60.5347776108893,
"BEL","TRADEGOODSERV","IMP","PC_GDP","A","1999",60.6069310248626,
"BEL","TRADEGOODSERV","IMP","PC_GDP","A","2000",69.6827399089776,
"BEL","TRADEGOODSERV","IMP","PC_GDP","A","2001",67.964880914325,
"BEL","TRADEGOODSERV","IMP","PC_GDP","A","2002",65.2538517924041,
"BEL","TRADEGOODSERV","IMP","PC_GDP","A","2003",63.679044325004,
"BEL","TRADEGOODSERV","IMP","PC_GDP","A","2004",66.0121279012141,
"BEL","TRADEGOODSERV","IMP","PC_GDP","A","2005",70.2462217485879,
"BEL","TRADEGOODSERV","IMP","PC_GDP","A","2006",72.7625122442923,
"BEL","TRADEGOODSERV","IMP","PC_GDP","A","2007",74.1666421724765,
"BEL","TRADEGOODSERV","IMP","PC_GDP","A","2008",80.2078278152436,
"BEL","TRADEGOODSERV","IMP","PC_GDP","A","2009",66.5720368236699,
"BEL","TRADEGOODSERV","IMP","PC_GDP","A","2010",74.14760859514,
"BEL","TRADEGOODSERV","IMP","PC_GDP","A","2011",80.7963607521708,
"BEL","TRADEGOODSERV","IMP","PC_GDP","A","2012",80.3415397228249,
"BEL","TRADEGOODSERV","IMP","PC_GDP","A","2013",78.5264966401955,
"BEL","TRADEGOODSERV","IMP","PC_GDP","A","2014",78.9822068454526,
"BEL","TRADEGOODSERV","IMP","PC_GDP","A","2015",76.3872643576431,
"BEL","TRADEGOODSERV","IMP","PC_GDP","A","2016",78.2354105104266,
"BEL","TRADEGOODSERV","IMP","PC_GDP","A","2017",82.1434260996683,
"BEL","TRADEGOODSERV","IMP","PC_GDP","A","2018",83.4151576304182,
"BEL","TRADEGOODSERV","IMP","PC_GDP","A","2019",81.7690500946256,
"BEL","TRADEGOODSERV","IMP","PC_GDP","A","2020",77.7337975074996,"E"
"CAN","TRADEGOODSERV","IMP","PC_GDP","A","1980",25.689474629936,
"CAN","TRADEGOODSERV","IMP","PC_GDP","A","1981",25.7179157232909,
"CAN","TRADEGOODSERV","IMP","PC_GDP","A","1982",21.423253585312,
"CAN","TRADEGOODSERV","IMP","PC_GDP","A","1983",21.7838866788824,
"CAN","TRADEGOODSERV","IMP","PC_GDP","A","1984",24.5401375799267,
"CAN","TRADEGOODSERV","IMP","PC_GDP","A","1985",25.2950340681603,
"CAN","TRADEGOODSERV","IMP","PC_GDP","A","1986",26.0775117254999,
"CAN","TRADEGOODSERV","IMP","PC_GDP","A","1987",24.8629721974593,
"CAN","TRADEGOODSERV","IMP","PC_GDP","A","1988",25.3128918126509,
"CAN","TRADEGOODSERV","IMP","PC_GDP","A","1989",25.0202880078144,
"CAN","TRADEGOODSERV","IMP","PC_GDP","A","1990",24.9201654634573,
"CAN","TRADEGOODSERV","IMP","PC_GDP","A","1991",24.8701503192628,
"CAN","TRADEGOODSERV","IMP","PC_GDP","A","1992",26.5388983848248,
"CAN","TRADEGOODSERV","IMP","PC_GDP","A","1993",29.1081967827564,
"CAN","TRADEGOODSERV","IMP","PC_GDP","A","1994",31.6099559075321,
"CAN","TRADEGOODSERV","IMP","PC_GDP","A","1995",32.9636937980162,
"CAN","TRADEGOODSERV","IMP","PC_GDP","A","1996",33.1616335246106,
"CAN","TRADEGOODSERV","IMP","PC_GDP","A","1997",36.2024024010779,
"CAN","TRADEGOODSERV","IMP","PC_GDP","A","1998",38.0516464869417,
"CAN","TRADEGOODSERV","IMP","PC_GDP","A","1999",38.2534647846521,
"CAN","TRADEGOODSERV","IMP","PC_GDP","A","2000",38.5558431601588,
"CAN","TRADEGOODSERV","IMP","PC_GDP","A","2001",36.3040095479156,
"CAN","TRADEGOODSERV","IMP","PC_GDP","A","2002",35.6481644374521,
"CAN","TRADEGOODSERV","IMP","PC_GDP","A","2003",32.9739780210672,
"CAN","TRADEGOODSERV","IMP","PC_GDP","A","2004",32.8644764552144,
"CAN","TRADEGOODSERV","IMP","PC_GDP","A","2005",32.9020322315154,
"CAN","TRADEGOODSERV","IMP","PC_GDP","A","2006",32.649050784309,
"CAN","TRADEGOODSERV","IMP","PC_GDP","A","2007",32.0538442669243,
"CAN","TRADEGOODSERV","IMP","PC_GDP","A","2008",32.6285831189452,
"CAN","TRADEGOODSERV","IMP","PC_GDP","A","2009",29.9585575059154,
"CAN","TRADEGOODSERV","IMP","PC_GDP","A","2010",31.040702308697,
"CAN","TRADEGOODSERV","IMP","PC_GDP","A","2011",31.8203468535221,
"CAN","TRADEGOODSERV","IMP","PC_GDP","A","2012",32.2425940003317,
"CAN","TRADEGOODSERV","IMP","PC_GDP","A","2013",31.8991697713283,
"CAN","TRADEGOODSERV","IMP","PC_GDP","A","2014",32.6420699203669,
"CAN","TRADEGOODSERV","IMP","PC_GDP","A","2015",34.3149583434023,
"CAN","TRADEGOODSERV","IMP","PC_GDP","A","2016",33.8610786779789,
"CAN","TRADEGOODSERV","IMP","PC_GDP","A","2017",33.6466506994867,
"CAN","TRADEGOODSERV","IMP","PC_GDP","A","2018",34.2744361322643,
"CAN","TRADEGOODSERV","IMP","PC_GDP","A","2019",33.8187894602395,
"CAN","TRADEGOODSERV","IMP","PC_GDP","A","2020",31.9210782008806,
"CZE","TRADEGOODSERV","IMP","PC_GDP","A","1990",30.5743926075842,"E"
"CZE","TRADEGOODSERV","IMP","PC_GDP","A","1991",32.8438744641739,"E"
"CZE","TRADEGOODSERV","IMP","PC_GDP","A","1992",38.6535634605949,"E"
"CZE","TRADEGOODSERV","IMP","PC_GDP","A","1993",38.8125359505505,"E"
"CZE","TRADEGOODSERV","IMP","PC_GDP","A","1994",38.2342801365256,"E"
"CZE","TRADEGOODSERV","IMP","PC_GDP","A","1995",43.2763517771655,
"CZE","TRADEGOODSERV","IMP","PC_GDP","A","1996",42.9643215407365,
"CZE","TRADEGOODSERV","IMP","PC_GDP","A","1997",44.3903777934718,
"CZE","TRADEGOODSERV","IMP","PC_GDP","A","1998",42.3643157082551,
"CZE","TRADEGOODSERV","IMP","PC_GDP","A","1999",43.2388970533732,
"CZE","TRADEGOODSERV","IMP","PC_GDP","A","2000",49.9553490796798,
"CZE","TRADEGOODSERV","IMP","PC_GDP","A","2001",50.1559443005111,
"CZE","TRADEGOODSERV","IMP","PC_GDP","A","2002",46.3305217203237,
"CZE","TRADEGOODSERV","IMP","PC_GDP","A","2003",48.2454810636058,
"CZE","TRADEGOODSERV","IMP","PC_GDP","A","2004",56.431120090335,
"CZE","TRADEGOODSERV","IMP","PC_GDP","A","2005",59.4847335388564,
"CZE","TRADEGOODSERV","IMP","PC_GDP","A","2006",62.1529584259566,
"CZE","TRADEGOODSERV","IMP","PC_GDP","A","2007",63.6782481196559,
"CZE","TRADEGOODSERV","IMP","PC_GDP","A","2008",60.7908510312007,
"CZE","TRADEGOODSERV","IMP","PC_GDP","A","2009",54.4518147241498,
"CZE","TRADEGOODSERV","IMP","PC_GDP","A","2010",62.4859061276726,
"CZE","TRADEGOODSERV","IMP","PC_GDP","A","2011",67.040951691926,
"CZE","TRADEGOODSERV","IMP","PC_GDP","A","2012",70.8826700109956,
"CZE","TRADEGOODSERV","IMP","PC_GDP","A","2013",70.3640354339119,
"CZE","TRADEGOODSERV","IMP","PC_GDP","A","2014",75.6207076036768,
"CZE","TRADEGOODSERV","IMP","PC_GDP","A","2015",74.6168853659096,
"CZE","TRADEGOODSERV","IMP","PC_GDP","A","2016",71.4791907144509,
"CZE","TRADEGOODSERV","IMP","PC_GDP","A","2017",71.5055129948816,
"CZE","TRADEGOODSERV","IMP","PC_GDP","A","2018",71.0049473632267,
"CZE","TRADEGOODSERV","IMP","PC_GDP","A","2019",67.8912433363527,
"CZE","TRADEGOODSERV","IMP","PC_GDP","A","2020",63.1995482324718,
"DNK","TRADEGOODSERV","IMP","PC_GDP","A","1980",32.953095522884,
"DNK","TRADEGOODSERV","IMP","PC_GDP","A","1981",34.6689562571768,
"DNK","TRADEGOODSERV","IMP","PC_GDP","A","1982",34.9650337605991,
"DNK","TRADEGOODSERV","IMP","PC_GDP","A","1983",33.7117323811326,
"DNK","TRADEGOODSERV","IMP","PC_GDP","A","1984",34.6158836678191,
"DNK","TRADEGOODSERV","IMP","PC_GDP","A","1985",35.6561485025257,
"DNK","TRADEGOODSERV","IMP","PC_GDP","A","1986",32.4981645004949,
"DNK","TRADEGOODSERV","IMP","PC_GDP","A","1987",29.6490664418198,
"DNK","TRADEGOODSERV","IMP","PC_GDP","A","1988",30.1395665349535,
"DNK","TRADEGOODSERV","IMP","PC_GDP","A","1989",31.6249149834267,
"DNK","TRADEGOODSERV","IMP","PC_GDP","A","1990",30.8670401590342,
"DNK","TRADEGOODSERV","IMP","PC_GDP","A","1991",31.4640499499814,
"DNK","TRADEGOODSERV","IMP","PC_GDP","A","1992",30.0475864194251,
"DNK","TRADEGOODSERV","IMP","PC_GDP","A","1993",29.0387156246129,
"DNK","TRADEGOODSERV","IMP","PC_GDP","A","1994",30.9285944300639,
"DNK","TRADEGOODSERV","IMP","PC_GDP","A","1995",31.9026457360928,
"DNK","TRADEGOODSERV","IMP","PC_GDP","A","1996",31.4038823862481,
"DNK","TRADEGOODSERV","IMP","PC_GDP","A","1997",33.4056013518683,
"DNK","TRADEGOODSERV","IMP","PC_GDP","A","1998",34.1125582027396,
"DNK","TRADEGOODSERV","IMP","PC_GDP","A","1999",33.3487612672171,
"DNK","TRADEGOODSERV","IMP","PC_GDP","A","2000",38.1366854891628,
"DNK","TRADEGOODSERV","IMP","PC_GDP","A","2001",38.4140819246082,
"DNK","TRADEGOODSERV","IMP","PC_GDP","A","2002",38.852495620333,
"DNK","TRADEGOODSERV","IMP","PC_GDP","A","2003",37.0432985323193,
"DNK","TRADEGOODSERV","IMP","PC_GDP","A","2004",38.2793303141397,
"DNK","TRADEGOODSERV","IMP","PC_GDP","A","2005",41.9476153409526,
"DNK","TRADEGOODSERV","IMP","PC_GDP","A","2006",46.6366891837203,
"DNK","TRADEGOODSERV","IMP","PC_GDP","A","2007",48.5853161257883,
"DNK","TRADEGOODSERV","IMP","PC_GDP","A","2008",50.6524324898078,
"DNK","TRADEGOODSERV","IMP","PC_GDP","A","2009",42.6289658299793,
"DNK","TRADEGOODSERV","IMP","PC_GDP","A","2010",43.5770492484191,
"DNK","TRADEGOODSERV","IMP","PC_GDP","A","2011",47.4256465609762,
"DNK","TRADEGOODSERV","IMP","PC_GDP","A","2012",48.610476322948,
"DNK","TRADEGOODSERV","IMP","PC_GDP","A","2013",48.2213220971567,
"DNK","TRADEGOODSERV","IMP","PC_GDP","A","2014",47.6507769059402,
"DNK","TRADEGOODSERV","IMP","PC_GDP","A","2015",48.6300540046819,
"DNK","TRADEGOODSERV","IMP","PC_GDP","A","2016",46.7428482622986,
"DNK","TRADEGOODSERV","IMP","PC_GDP","A","2017",47.9020131257278,
"DNK","TRADEGOODSERV","IMP","PC_GDP","A","2018",50.4151919422829,
"DNK","TRADEGOODSERV","IMP","PC_GDP","A","2019",51.5776463887491,
"DNK","TRADEGOODSERV","IMP","PC_GDP","A","2020",48.6360796351401,
"FIN","TRADEGOODSERV","IMP","PC_GDP","A","1980",32.1240752295213,
"FIN","TRADEGOODSERV","IMP","PC_GDP","A","1981",30.3097170777839,
"FIN","TRADEGOODSERV","IMP","PC_GDP","A","1982",28.7012592575287,
"FIN","TRADEGOODSERV","IMP","PC_GDP","A","1983",28.7150276428212,
"FIN","TRADEGOODSERV","IMP","PC_GDP","A","1984",27.1137298915077,
"FIN","TRADEGOODSERV","IMP","PC_GDP","A","1985",27.3190831831058,
"FIN","TRADEGOODSERV","IMP","PC_GDP","A","1986",24.3360502767454,
"FIN","TRADEGOODSERV","IMP","PC_GDP","A","1987",24.4801819363223,
"FIN","TRADEGOODSERV","IMP","PC_GDP","A","1988",24.2521799199718,
"FIN","TRADEGOODSERV","IMP","PC_GDP","A","1989",24.8512649753758,
"FIN","TRADEGOODSERV","IMP","PC_GDP","A","1990",23.6952912850845,
"FIN","TRADEGOODSERV","IMP","PC_GDP","A","1991",22.2188978008953,
"FIN","TRADEGOODSERV","IMP","PC_GDP","A","1992",24.6974593663749,
"FIN","TRADEGOODSERV","IMP","PC_GDP","A","1993",26.7839641573715,
"FIN","TRADEGOODSERV","IMP","PC_GDP","A","1994",28.3925993674861,
"FIN","TRADEGOODSERV","IMP","PC_GDP","A","1995",28.3087601091843,
"FIN","TRADEGOODSERV","IMP","PC_GDP","A","1996",29.402544987902,
"FIN","TRADEGOODSERV","IMP","PC_GDP","A","1997",30.4439250227874,
"FIN","TRADEGOODSERV","IMP","PC_GDP","A","1998",29.5283629662832,
"FIN","TRADEGOODSERV","IMP","PC_GDP","A","1999",28.6354754325696,
"FIN","TRADEGOODSERV","IMP","PC_GDP","A","2000",32.8637809472157,
"FIN","TRADEGOODSERV","IMP","PC_GDP","A","2001",30.5127637801809,
"FIN","TRADEGOODSERV","IMP","PC_GDP","A","2002",30.1644599490861,
"FIN","TRADEGOODSERV","IMP","PC_GDP","A","2003",30.7349636570916,
"FIN","TRADEGOODSERV","IMP","PC_GDP","A","2004",32.3448267173938,
"FIN","TRADEGOODSERV","IMP","PC_GDP","A","2005",36.3058407767462,
"FIN","TRADEGOODSERV","IMP","PC_GDP","A","2006",38.909292815954,
"FIN","TRADEGOODSERV","IMP","PC_GDP","A","2007",39.0314958946288,
"FIN","TRADEGOODSERV","IMP","PC_GDP","A","2008",41.2843281085116,
"FIN","TRADEGOODSERV","IMP","PC_GDP","A","2009",34.0423775908268,
"FIN","TRADEGOODSERV","IMP","PC_GDP","A","2010",37.0500098329462,
"FIN","TRADEGOODSERV","IMP","PC_GDP","A","2011",39.6791886786735,
"FIN","TRADEGOODSERV","IMP","PC_GDP","A","2012",40.3622218795545,
"FIN","TRADEGOODSERV","IMP","PC_GDP","A","2013",39.0762574576279,
"FIN","TRADEGOODSERV","IMP","PC_GDP","A","2014",37.6312851322155,
"FIN","TRADEGOODSERV","IMP","PC_GDP","A","2015",35.9755895640656,
"FIN","TRADEGOODSERV","IMP","PC_GDP","A","2016",36.0880478856922,
"FIN","TRADEGOODSERV","IMP","PC_GDP","A","2017",37.5035903509043,
"FIN","TRADEGOODSERV","IMP","PC_GDP","A","2018",39.7233811069896,
"FIN","TRADEGOODSERV","IMP","PC_GDP","A","2019",39.7247538126725,
"FIN","TRADEGOODSERV","IMP","PC_GDP","A","2020",35.7111049496299,
"FRA","TRADEGOODSERV","IMP","PC_GDP","A","1980",22.5200876552228,
"FRA","TRADEGOODSERV","IMP","PC_GDP","A","1981",23.4410816004392,
"FRA","TRADEGOODSERV","IMP","PC_GDP","A","1982",23.8536900863327,
"FRA","TRADEGOODSERV","IMP","PC_GDP","A","1983",22.7035012420985,
"FRA","TRADEGOODSERV","IMP","PC_GDP","A","1984",23.7063490940978,
"FRA","TRADEGOODSERV","IMP","PC_GDP","A","1985",23.6921744937567,
"FRA","TRADEGOODSERV","IMP","PC_GDP","A","1986",20.5045200320159,
"FRA","TRADEGOODSERV","IMP","PC_GDP","A","1987",20.6953876420443,
"FRA","TRADEGOODSERV","IMP","PC_GDP","A","1988",21.0254913722756,
"FRA","TRADEGOODSERV","IMP","PC_GDP","A","1989",22.3436273030054,
"FRA","TRADEGOODSERV","IMP","PC_GDP","A","1990",21.760321808445,
"FRA","TRADEGOODSERV","IMP","PC_GDP","A","1991",21.6487970651412,
"FRA","TRADEGOODSERV","IMP","PC_GDP","A","1992",20.6610532607475,
"FRA","TRADEGOODSERV","IMP","PC_GDP","A","1993",19.1125443145592,
"FRA","TRADEGOODSERV","IMP","PC_GDP","A","1994",20.1659170058998,
"FRA","TRADEGOODSERV","IMP","PC_GDP","A","1995",21.0232025170056,
"FRA","TRADEGOODSERV","IMP","PC_GDP","A","1996",21.2736750818117,
"FRA","TRADEGOODSERV","IMP","PC_GDP","A","1997",22.5103014673064,
"FRA","TRADEGOODSERV","IMP","PC_GDP","A","1998",23.380274814039,
"FRA","TRADEGOODSERV","IMP","PC_GDP","A","1999",23.6843852136939,
"FRA","TRADEGOODSERV","IMP","PC_GDP","A","2000",27.2662714690058,
"FRA","TRADEGOODSERV","IMP","PC_GDP","A","2001",26.6934728903914,
"FRA","TRADEGOODSERV","IMP","PC_GDP","A","2002",25.5409745004028,
"FRA","TRADEGOODSERV","IMP","PC_GDP","A","2003",24.6858645485955,
"FRA","TRADEGOODSERV","IMP","PC_GDP","A","2004",25.4561715567725,
"FRA","TRADEGOODSERV","IMP","PC_GDP","A","2005",26.947655734595,
"FRA","TRADEGOODSERV","IMP","PC_GDP","A","2006",28.16836935943,
"FRA","TRADEGOODSERV","IMP","PC_GDP","A","2007",28.5674990728149,
"FRA","TRADEGOODSERV","IMP","PC_GDP","A","2008",29.2776980294924,
"FRA","TRADEGOODSERV","IMP","PC_GDP","A","2009",25.6269036398058,
"FRA","TRADEGOODSERV","IMP","PC_GDP","A","2010",28.0794912416196,
"FRA","TRADEGOODSERV","IMP","PC_GDP","A","2011",30.369238945981,
"FRA","TRADEGOODSERV","IMP","PC_GDP","A","2012",30.499031981938,
"FRA","TRADEGOODSERV","IMP","PC_GDP","A","2013",30.3993172078638,
"FRA","TRADEGOODSERV","IMP","PC_GDP","A","2014",30.8121120215465,
"FRA","TRADEGOODSERV","IMP","PC_GDP","A","2015",31.1590715564548,
"FRA","TRADEGOODSERV","IMP","PC_GDP","A","2016",30.852605198715,
"FRA","TRADEGOODSERV","IMP","PC_GDP","A","2017",32.0132141063066,
"FRA","TRADEGOODSERV","IMP","PC_GDP","A","2018",32.7242853866575,
"FRA","TRADEGOODSERV","IMP","PC_GDP","A","2019",32.549417775836,
"FRA","TRADEGOODSERV","IMP","PC_GDP","A","2020",29.4135952484106,
"DEU","TRADEGOODSERV","IMP","PC_GDP","A","1980",23.2328468310176,"E"
"DEU","TRADEGOODSERV","IMP","PC_GDP","A","1981",24.0482874227919,"E"
"DEU","TRADEGOODSERV","IMP","PC_GDP","A","1982",23.5178552433454,"E"
"DEU","TRADEGOODSERV","IMP","PC_GDP","A","1983",23.284166264338,"E"
"DEU","TRADEGOODSERV","IMP","PC_GDP","A","1984",24.5170873584963,"E"
"DEU","TRADEGOODSERV","IMP","PC_GDP","A","1985",24.9763464616877,"E"
"DEU","TRADEGOODSERV","IMP","PC_GDP","A","1986",21.657491103665,"E"
"DEU","TRADEGOODSERV","IMP","PC_GDP","A","1987",21.0064372560107,"E"
"DEU","TRADEGOODSERV","IMP","PC_GDP","A","1988",21.4364352320967,"E"
"DEU","TRADEGOODSERV","IMP","PC_GDP","A","1989",22.9162981865067,"E"
"DEU","TRADEGOODSERV","IMP","PC_GDP","A","1990",23.0277510457589,"E"
"DEU","TRADEGOODSERV","IMP","PC_GDP","A","1991",24.1524782444192,
"DEU","TRADEGOODSERV","IMP","PC_GDP","A","1992",22.6961446717507,
"DEU","TRADEGOODSERV","IMP","PC_GDP","A","1993",20.2632946672835,
"DEU","TRADEGOODSERV","IMP","PC_GDP","A","1994",20.9471728020551,
"DEU","TRADEGOODSERV","IMP","PC_GDP","A","1995",21.5873979341395,
"DEU","TRADEGOODSERV","IMP","PC_GDP","A","1996",22.1455932715028,
"DEU","TRADEGOODSERV","IMP","PC_GDP","A","1997",24.282385335135,
