"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"BEL","TRADEGOODSERV","IMP","PC_GDP","A","2004",66.0121279012141,
"BEL","TRADEGOODSERV","IMP","PC_GDP","A","2005",70.2462217485879,
"BEL","TRADEGOODSERV","IMP","PC_GDP","A","2006",72.7625122442923,
"BEL","TRADEGOODSERV","IMP","PC_GDP","A","2007",74.1666421724765,
"BEL","TRADEGOODSERV","IMP","PC_GDP","A","2008",80.2078278152436,
"BEL","TRADEGOODSERV","IMP","PC_GDP","A","2009",66.5720368236699,
"BEL","TRADEGOODSERV","IMP","PC_GDP","A","2010",74.14760859514,
"BEL","TRADEGOODSERV","IMP","PC_GDP","A","2011",80.7963607521708,
"BEL","TRADEGOODSERV","IMP","PC_GDP","A","2012",80.3415397228249,
"BEL","TRADEGOODSERV","IMP","PC_GDP","A","2013",78.5264966401955,
"BEL","TRADEGOODSERV","IMP","PC_GDP","A","2014",78.9822068454526,
"BEL","TRADEGOODSERV","IMP","PC_GDP","A","2015",76.3872643576431,
"BEL","TRADEGOODSERV","IMP","PC_GDP","A","2016",78.2354105104266,
"BEL","TRADEGOODSERV","IMP","PC_GDP","A","2017",82.1434260996683,
"BEL","TRADEGOODSERV","IMP","PC_GDP","A","2018",83.4151576304182,
"BEL","TRADEGOODSERV","IMP","PC_GDP","A","2019",81.7690500946256,
"BEL","TRADEGOODSERV","IMP","PC_GDP","A","2020",77.7337975074996,"E"
"CAN","TRADEGOODSERV","IMP","PC_GDP","A","1995",32.9636937980162,
"CAN","TRADEGOODSERV","IMP","PC_GDP","A","1996",33.1616335246106,
"CAN","TRADEGOODSERV","IMP","PC_GDP","A","1997",36.2024024010779,
"CAN","TRADEGOODSERV","IMP","PC_GDP","A","1998",38.0516464869417,
"CAN","TRADEGOODSERV","IMP","PC_GDP","A","1999",38.2534647846521,
"CAN","TRADEGOODSERV","IMP","PC_GDP","A","2000",38.5558431601588,
"CAN","TRADEGOODSERV","IMP","PC_GDP","A","2001",36.3040095479156,
"CAN","TRADEGOODSERV","IMP","PC_GDP","A","2002",35.6481644374521,
"CAN","TRADEGOODSERV","IMP","PC_GDP","A","2003",32.9739780210672,
"CAN","TRADEGOODSERV","IMP","PC_GDP","A","2004",32.8644764552144,
"CAN","TRADEGOODSERV","IMP","PC_GDP","A","2005",32.9020322315154,
"CAN","TRADEGOODSERV","IMP","PC_GDP","A","2006",32.649050784309,
"CAN","TRADEGOODSERV","IMP","PC_GDP","A","2007",32.0538442669243,
"CAN","TRADEGOODSERV","IMP","PC_GDP","A","2008",32.6285831189452,
"CAN","TRADEGOODSERV","IMP","PC_GDP","A","2009",29.9585575059154,
"CAN","TRADEGOODSERV","IMP","PC_GDP","A","2010",31.040702308697,
"CAN","TRADEGOODSERV","IMP","PC_GDP","A","2011",31.8203468535221,
"CAN","TRADEGOODSERV","IMP","PC_GDP","A","2012",32.2425940003317,
"CAN","TRADEGOODSERV","IMP","PC_GDP","A","2013",31.8991697713283,
"CAN","TRADEGOODSERV","IMP","PC_GDP","A","2014",32.6420699203669,
"CAN","TRADEGOODSERV","IMP","PC_GDP","A","2015",34.3149583434023,
"CAN","TRADEGOODSERV","IMP","PC_GDP","A","2016",33.8610786779789,
"CAN","TRADEGOODSERV","IMP","PC_GDP","A","2017",33.6466506994867,
"CAN","TRADEGOODSERV","IMP","PC_GDP","A","2018",34.2744361322643,
"CAN","TRADEGOODSERV","IMP","PC_GDP","A","2019",33.8187894602395,
"CAN","TRADEGOODSERV","IMP","PC_GDP","A","2020",31.9210782008806,
"CZE","TRADEGOODSERV","IMP","PC_GDP","A","1995",43.2763517771655,
"CZE","TRADEGOODSERV","IMP","PC_GDP","A","1996",42.9643215407365,
"CZE","TRADEGOODSERV","IMP","PC_GDP","A","1997",44.3903777934718,
"CZE","TRADEGOODSERV","IMP","PC_GDP","A","1998",42.3643157082551,
"CZE","TRADEGOODSERV","IMP","PC_GDP","A","1999",43.2388970533732,
"CZE","TRADEGOODSERV","IMP","PC_GDP","A","2000",49.9553490796798,
"CZE","TRADEGOODSERV","IMP","PC_GDP","A","2001",50.1559443005111,
"CZE","TRADEGOODSERV","IMP","PC_GDP","A","2002",46.3305217203237,
"CZE","TRADEGOODSERV","IMP","PC_GDP","A","2003",48.2454810636058,
"CZE","TRADEGOODSERV","IMP","PC_GDP","A","2004",56.431120090335,
"CZE","TRADEGOODSERV","IMP","PC_GDP","A","2005",59.4847335388564,
"CZE","TRADEGOODSERV","IMP","PC_GDP","A","2006",62.1529584259566,
"CZE","TRADEGOODSERV","IMP","PC_GDP","A","2007",63.6782481196559,
"CZE","TRADEGOODSERV","IMP","PC_GDP","A","2008",60.7908510312007,
"CZE","TRADEGOODSERV","IMP","PC_GDP","A","2009",54.4518147241498,
"CZE","TRADEGOODSERV","IMP","PC_GDP","A","2010",62.4859061276726,
"CZE","TRADEGOODSERV","IMP","PC_GDP","A","2011",67.040951691926,
"CZE","TRADEGOODSERV","IMP","PC_GDP","A","2012",70.8826700109956,
"CZE","TRADEGOODSERV","IMP","PC_GDP","A","2013",70.3640354339119,
"CZE","TRADEGOODSERV","IMP","PC_GDP","A","2014",75.6207076036768,
"CZE","TRADEGOODSERV","IMP","PC_GDP","A","2015",74.6168853659096,
"CZE","TRADEGOODSERV","IMP","PC_GDP","A","2016",71.4791907144509,
"CZE","TRADEGOODSERV","IMP","PC_GDP","A","2017",71.5055129948816,
"CZE","TRADEGOODSERV","IMP","PC_GDP","A","2018",71.0049473632267,
"CZE","TRADEGOODSERV","IMP","PC_GDP","A","2019",67.8912433363527,
"CZE","TRADEGOODSERV","IMP","PC_GDP","A","2020",63.1995482324718,
"DNK","TRADEGOODSERV","IMP","PC_GDP","A","1995",31.9026457360928,
"DNK","TRADEGOODSERV","IMP","PC_GDP","A","1996",31.4038823862481,
"DNK","TRADEGOODSERV","IMP","PC_GDP","A","1997",33.4056013518683,
"DNK","TRADEGOODSERV","IMP","PC_GDP","A","1998",34.1125582027396,
"DNK","TRADEGOODSERV","IMP","PC_GDP","A","1999",33.3487612672171,
"DNK","TRADEGOODSERV","IMP","PC_GDP","A","2000",38.1366854891628,
"DNK","TRADEGOODSERV","IMP","PC_GDP","A","2001",38.4140819246082,
"DNK","TRADEGOODSERV","IMP","PC_GDP","A","2002",38.852495620333,
"DNK","TRADEGOODSERV","IMP","PC_GDP","A","2003",37.0432985323193,
"DNK","TRADEGOODSERV","IMP","PC_GDP","A","2004",38.2793303141397,
"DNK","TRADEGOODSERV","IMP","PC_GDP","A","2005",41.9476153409526,
"DNK","TRADEGOODSERV","IMP","PC_GDP","A","2006",46.6366891837203,
"DNK","TRADEGOODSERV","IMP","PC_GDP","A","2007",48.5853161257883,
"DNK","TRADEGOODSERV","IMP","PC_GDP","A","2008",50.6524324898078,
"DNK","TRADEGOODSERV","IMP","PC_GDP","A","2009",42.6289658299793,
"DNK","TRADEGOODSERV","IMP","PC_GDP","A","2010",43.5770492484191,
"DNK","TRADEGOODSERV","IMP","PC_GDP","A","2011",47.4256465609762,
"DNK","TRADEGOODSERV","IMP","PC_GDP","A","2012",48.610476322948,
"DNK","TRADEGOODSERV","IMP","PC_GDP","A","2013",48.2213220971567,
"DNK","TRADEGOODSERV","IMP","PC_GDP","A","2014",47.6507769059402,
"DNK","TRADEGOODSERV","IMP","PC_GDP","A","2015",48.6300540046819,
"DNK","TRADEGOODSERV","IMP","PC_GDP","A","2016",46.7428482622986,
"DNK","TRADEGOODSERV","IMP","PC_GDP","A","2017",47.9020131257278,
"DNK","TRADEGOODSERV","IMP","PC_GDP","A","2018",50.4151919422829,
"DNK","TRADEGOODSERV","IMP","PC_GDP","A","2019",51.5776463887491,
"DNK","TRADEGOODSERV","IMP","PC_GDP","A","2020",48.5826383015702,
"FIN","TRADEGOODSERV","IMP","PC_GDP","A","1995",28.3087601091843,
"FIN","TRADEGOODSERV","IMP","PC_GDP","A","1996",29.402544987902,
"FIN","TRADEGOODSERV","IMP","PC_GDP","A","1997",30.4439250227874,
"FIN","TRADEGOODSERV","IMP","PC_GDP","A","1998",29.5283629662832,
"FIN","TRADEGOODSERV","IMP","PC_GDP","A","1999",28.6354754325696,
"FIN","TRADEGOODSERV","IMP","PC_GDP","A","2000",32.8637809472157,
"FIN","TRADEGOODSERV","IMP","PC_GDP","A","2001",30.5127637801809,
"FIN","TRADEGOODSERV","IMP","PC_GDP","A","2002",30.1644599490861,
"FIN","TRADEGOODSERV","IMP","PC_GDP","A","2003",30.7349636570916,
"FIN","TRADEGOODSERV","IMP","PC_GDP","A","2004",32.3448267173938,
"FIN","TRADEGOODSERV","IMP","PC_GDP","A","2005",36.3058407767462,
"FIN","TRADEGOODSERV","IMP","PC_GDP","A","2006",38.909292815954,
"FIN","TRADEGOODSERV","IMP","PC_GDP","A","2007",39.0314958946288,
"FIN","TRADEGOODSERV","IMP","PC_GDP","A","2008",41.2843281085116,
"FIN","TRADEGOODSERV","IMP","PC_GDP","A","2009",34.0423775908268,
"FIN","TRADEGOODSERV","IMP","PC_GDP","A","2010",37.0500098329462,
"FIN","TRADEGOODSERV","IMP","PC_GDP","A","2011",39.6791886786735,
"FIN","TRADEGOODSERV","IMP","PC_GDP","A","2012",40.3622218795545,
"FIN","TRADEGOODSERV","IMP","PC_GDP","A","2013",39.0762574576279,
"FIN","TRADEGOODSERV","IMP","PC_GDP","A","2014",37.6312851322155,
"FIN","TRADEGOODSERV","IMP","PC_GDP","A","2015",35.9755895640656,
"FIN","TRADEGOODSERV","IMP","PC_GDP","A","2016",36.0880478856922,
"FIN","TRADEGOODSERV","IMP","PC_GDP","A","2017",37.5035903509043,
"FIN","TRADEGOODSERV","IMP","PC_GDP","A","2018",39.7233811069896,
"FIN","TRADEGOODSERV","IMP","PC_GDP","A","2019",39.7247538126725,
"FIN","TRADEGOODSERV","IMP","PC_GDP","A","2020",35.7111049496299,
"FRA","TRADEGOODSERV","IMP","PC_GDP","A","1995",21.0232025170056,
"FRA","TRADEGOODSERV","IMP","PC_GDP","A","1996",21.2736750818117,
"FRA","TRADEGOODSERV","IMP","PC_GDP","A","1997",22.5103014673064,
"FRA","TRADEGOODSERV","IMP","PC_GDP","A","1998",23.380274814039,
"FRA","TRADEGOODSERV","IMP","PC_GDP","A","1999",23.6843852136939,
"FRA","TRADEGOODSERV","IMP","PC_GDP","A","2000",27.2662714690058,
"FRA","TRADEGOODSERV","IMP","PC_GDP","A","2001",26.6934728903914,
"FRA","TRADEGOODSERV","IMP","PC_GDP","A","2002",25.5409745004028,
"FRA","TRADEGOODSERV","IMP","PC_GDP","A","2003",24.6858645485955,
"FRA","TRADEGOODSERV","IMP","PC_GDP","A","2004",25.4561715567725,
"FRA","TRADEGOODSERV","IMP","PC_GDP","A","2005",26.947655734595,
"FRA","TRADEGOODSERV","IMP","PC_GDP","A","2006",28.16836935943,
"FRA","TRADEGOODSERV","IMP","PC_GDP","A","2007",28.5674990728149,
"FRA","TRADEGOODSERV","IMP","PC_GDP","A","2008",29.2776980294924,
"FRA","TRADEGOODSERV","IMP","PC_GDP","A","2009",25.6269036398058,
"FRA","TRADEGOODSERV","IMP","PC_GDP","A","2010",28.0794912416196,
"FRA","TRADEGOODSERV","IMP","PC_GDP","A","2011",30.369238945981,
"FRA","TRADEGOODSERV","IMP","PC_GDP","A","2012",30.499031981938,
"FRA","TRADEGOODSERV","IMP","PC_GDP","A","2013",30.3993172078638,
"FRA","TRADEGOODSERV","IMP","PC_GDP","A","2014",30.8121120215465,
"FRA","TRADEGOODSERV","IMP","PC_GDP","A","2015",31.1590715564548,
"FRA","TRADEGOODSERV","IMP","PC_GDP","A","2016",30.852605198715,
"FRA","TRADEGOODSERV","IMP","PC_GDP","A","2017",32.0132141063066,
"FRA","TRADEGOODSERV","IMP","PC_GDP","A","2018",32.7242853866575,
"FRA","TRADEGOODSERV","IMP","PC_GDP","A","2019",32.549417775836,
"FRA","TRADEGOODSERV","IMP","PC_GDP","A","2020",29.4135952484106,
"DEU","TRADEGOODSERV","IMP","PC_GDP","A","1995",21.5873979341395,
"DEU","TRADEGOODSERV","IMP","PC_GDP","A","1996",22.1455932715028,
"DEU","TRADEGOODSERV","IMP","PC_GDP","A","1997",24.282385335135,
"DEU","TRADEGOODSERV","IMP","PC_GDP","A","1998",25.1780661431082,
"DEU","TRADEGOODSERV","IMP","PC_GDP","A","1999",26.4066172043428,
"DEU","TRADEGOODSERV","IMP","PC_GDP","A","2000",30.678349430323,
"DEU","TRADEGOODSERV","IMP","PC_GDP","A","2001",30.2181317720272,
"DEU","TRADEGOODSERV","IMP","PC_GDP","A","2002",28.3423107018725,
"DEU","TRADEGOODSERV","IMP","PC_GDP","A","2003",29.0376067680426,
"DEU","TRADEGOODSERV","IMP","PC_GDP","A","2004",30.5128352456553,
"DEU","TRADEGOODSERV","IMP","PC_GDP","A","2005",32.8591405884692,
"DEU","TRADEGOODSERV","IMP","PC_GDP","A","2006",36.0168212387006,
"DEU","TRADEGOODSERV","IMP","PC_GDP","A","2007",36.5516592986738,
"DEU","TRADEGOODSERV","IMP","PC_GDP","A","2008",37.7256144732553,
"DEU","TRADEGOODSERV","IMP","PC_GDP","A","2009",33.1088059597748,
"DEU","TRADEGOODSERV","IMP","PC_GDP","A","2010",37.3031508345032,
"DEU","TRADEGOODSERV","IMP","PC_GDP","A","2011",40.148984986412,
"DEU","TRADEGOODSERV","IMP","PC_GDP","A","2012",40.2069347359679,
"DEU","TRADEGOODSERV","IMP","PC_GDP","A","2013",39.6601988368577,
"DEU","TRADEGOODSERV","IMP","PC_GDP","A","2014",39.0008300796262,
"DEU","TRADEGOODSERV","IMP","PC_GDP","A","2015",39.3254862566007,
"DEU","TRADEGOODSERV","IMP","PC_GDP","A","2016",38.6963831131131,
"DEU","TRADEGOODSERV","IMP","PC_GDP","A","2017",40.0741622693716,
"DEU","TRADEGOODSERV","IMP","PC_GDP","A","2018",41.2110119003402,
"DEU","TRADEGOODSERV","IMP","PC_GDP","A","2019",41.0167968997426,"E"
"DEU","TRADEGOODSERV","IMP","PC_GDP","A","2020",37.3851760276969,"E"
"GRC","TRADEGOODSERV","IMP","PC_GDP","A","1995",22.6825973088156,
"GRC","TRADEGOODSERV","IMP","PC_GDP","A","1996",23.2092761888839,
"GRC","TRADEGOODSERV","IMP","PC_GDP","A","1997",23.0519634923786,
"GRC","TRADEGOODSERV","IMP","PC_GDP","A","1998",25.971696865251,
"GRC","TRADEGOODSERV","IMP","PC_GDP","A","1999",28.1215195931717,
"GRC","TRADEGOODSERV","IMP","PC_GDP","A","2000",34.6972966129139,
"GRC","TRADEGOODSERV","IMP","PC_GDP","A","2001",33.3512249681772,
"GRC","TRADEGOODSERV","IMP","PC_GDP","A","2002",30.2361418143019,
"GRC","TRADEGOODSERV","IMP","PC_GDP","A","2003",29.6454950532535,
"GRC","TRADEGOODSERV","IMP","PC_GDP","A","2004",29.1903270440997,
"GRC","TRADEGOODSERV","IMP","PC_GDP","A","2005",29.5886336995675,
"GRC","TRADEGOODSERV","IMP","PC_GDP","A","2006",31.6762298472251,
"GRC","TRADEGOODSERV","IMP","PC_GDP","A","2007",35.0041044732457,
"GRC","TRADEGOODSERV","IMP","PC_GDP","A","2008",35.9681465798912,
"GRC","TRADEGOODSERV","IMP","PC_GDP","A","2009",28.7616598450085,
"GRC","TRADEGOODSERV","IMP","PC_GDP","A","2010",29.3991835466483,"B"
"GRC","TRADEGOODSERV","IMP","PC_GDP","A","2011",31.3441894187165,
"GRC","TRADEGOODSERV","IMP","PC_GDP","A","2012",33.3187045000381,
"GRC","TRADEGOODSERV","IMP","PC_GDP","A","2013",32.6692940498542,
"GRC","TRADEGOODSERV","IMP","PC_GDP","A","2014",34.0407281266877,
"GRC","TRADEGOODSERV","IMP","PC_GDP","A","2015",33.1505286334271,
"GRC","TRADEGOODSERV","IMP","PC_GDP","A","2016",32.7317398242041,
"GRC","TRADEGOODSERV","IMP","PC_GDP","A","2017",36.5448541834351,
"GRC","TRADEGOODSERV","IMP","PC_GDP","A","2018",41.1571183136614,
"GRC","TRADEGOODSERV","IMP","PC_GDP","A","2019",41.7742915848291,
"GRC","TRADEGOODSERV","IMP","PC_GDP","A","2020",39.6823958616843,"E"
"HUN","TRADEGOODSERV","IMP","PC_GDP","A","1995",39.196224849794,
"HUN","TRADEGOODSERV","IMP","PC_GDP","A","1996",41.4094173164446,
"HUN","TRADEGOODSERV","IMP","PC_GDP","A","1997",46.9432999492901,
"HUN","TRADEGOODSERV","IMP","PC_GDP","A","1998",54.4997145406537,
"HUN","TRADEGOODSERV","IMP","PC_GDP","A","1999",58.3821193918374,
"HUN","TRADEGOODSERV","IMP","PC_GDP","A","2000",70.5487114580459,
"HUN","TRADEGOODSERV","IMP","PC_GDP","A","2001",66.167747926773,
"HUN","TRADEGOODSERV","IMP","PC_GDP","A","2002",60.1831355869059,
"HUN","TRADEGOODSERV","IMP","PC_GDP","A","2003",60.2849888586055,
"HUN","TRADEGOODSERV","IMP","PC_GDP","A","2004",63.884046937055,
"HUN","TRADEGOODSERV","IMP","PC_GDP","A","2005",65.2978942300688,
"HUN","TRADEGOODSERV","IMP","PC_GDP","A","2006",75.2280481301423,
"HUN","TRADEGOODSERV","IMP","PC_GDP","A","2007",77.6786855421461,
"HUN","TRADEGOODSERV","IMP","PC_GDP","A","2008",79.1443791590911,
"HUN","TRADEGOODSERV","IMP","PC_GDP","A","2009",70.7756439705988,
"HUN","TRADEGOODSERV","IMP","PC_GDP","A","2010",76.3576095594801,
"HUN","TRADEGOODSERV","IMP","PC_GDP","A","2011",80.3554863056895,
"HUN","TRADEGOODSERV","IMP","PC_GDP","A","2012",79.7692669882925,
"HUN","TRADEGOODSERV","IMP","PC_GDP","A","2013",78.9352878466961,
"HUN","TRADEGOODSERV","IMP","PC_GDP","A","2014",81.2711297802477,
"HUN","TRADEGOODSERV","IMP","PC_GDP","A","2015",79.7939941049408,
"HUN","TRADEGOODSERV","IMP","PC_GDP","A","2016",77.9991894310291,
"HUN","TRADEGOODSERV","IMP","PC_GDP","A","2017",79.3089515487009,
"HUN","TRADEGOODSERV","IMP","PC_GDP","A","2018",79.5051964069182,
"HUN","TRADEGOODSERV","IMP","PC_GDP","A","2019",79.2216026672883,
"HUN","TRADEGOODSERV","IMP","PC_GDP","A","2020",76.7777816531528,
"ISL","TRADEGOODSERV","IMP","PC_GDP","A","1995",31.5491957675821,
"ISL","TRADEGOODSERV","IMP","PC_GDP","A","1996",35.306223052588,
"ISL","TRADEGOODSERV","IMP","PC_GDP","A","1997",35.071494009367,
"ISL","TRADEGOODSERV","IMP","PC_GDP","A","1998",38.1149705779872,
"ISL","TRADEGOODSERV","IMP","PC_GDP","A","1999",36.9730813577542,
"ISL","TRADEGOODSERV","IMP","PC_GDP","A","2000",39.0091013639145,
"ISL","TRADEGOODSERV","IMP","PC_GDP","A","2001",37.7938445891109,
"ISL","TRADEGOODSERV","IMP","PC_GDP","A","2002",33.9168112351582,
"ISL","TRADEGOODSERV","IMP","PC_GDP","A","2003",35.5770687353419,
"ISL","TRADEGOODSERV","IMP","PC_GDP","A","2004",38.0219231203765,
"ISL","TRADEGOODSERV","IMP","PC_GDP","A","2005",42.0922285148798,
"ISL","TRADEGOODSERV","IMP","PC_GDP","A","2006",47.1305911963518,
"ISL","TRADEGOODSERV","IMP","PC_GDP","A","2007",41.8308122006962,
"ISL","TRADEGOODSERV","IMP","PC_GDP","A","2008",42.3876243053842,
"ISL","TRADEGOODSERV","IMP","PC_GDP","A","2009",40.6749381100445,
"ISL","TRADEGOODSERV","IMP","PC_GDP","A","2010",41.9001643585745,
"ISL","TRADEGOODSERV","IMP","PC_GDP","A","2011",46.8631655185672,
"ISL","TRADEGOODSERV","IMP","PC_GDP","A","2012",49.1594207494052,
"ISL","TRADEGOODSERV","IMP","PC_GDP","A","2013",45.5417721088582,
"ISL","TRADEGOODSERV","IMP","PC_GDP","A","2014",45.1464939440964,
"ISL","TRADEGOODSERV","IMP","PC_GDP","A","2015",44.1664864636398,
"ISL","TRADEGOODSERV","IMP","PC_GDP","A","2016",40.8489873389972,
"ISL","TRADEGOODSERV","IMP","PC_GDP","A","2017",41.2467069499043,
"ISL","TRADEGOODSERV","IMP","PC_GDP","A","2018",42.590144590526,
"ISL","TRADEGOODSERV","IMP","PC_GDP","A","2019",39.1775940671913,
"ISL","TRADEGOODSERV","IMP","PC_GDP","A","2020",34.7890694377332,
"IRL","TRADEGOODSERV","IMP","PC_GDP","A","1995",62.5831457366562,
"IRL","TRADEGOODSERV","IMP","PC_GDP","A","1996",63.9611212022768,
"IRL","TRADEGOODSERV","IMP","PC_GDP","A","1997",65.144702584297,
"IRL","TRADEGOODSERV","IMP","PC_GDP","A","1998",73.4483403893671,
"IRL","TRADEGOODSERV","IMP","PC_GDP","A","1999",73.4109292658212,
"IRL","TRADEGOODSERV","IMP","PC_GDP","A","2000",80.5650987737102,
"IRL","TRADEGOODSERV","IMP","PC_GDP","A","2001",79.6163498741736,
"IRL","TRADEGOODSERV","IMP","PC_GDP","A","2002",73.2700574854378,
"IRL","TRADEGOODSERV","IMP","PC_GDP","A","2003",65.6910988269632,
"IRL","TRADEGOODSERV","IMP","PC_GDP","A","2004",66.1118016562123,
"IRL","TRADEGOODSERV","IMP","PC_GDP","A","2005",68.6478883771671,
"IRL","TRADEGOODSERV","IMP","PC_GDP","A","2006",70.9871283084755,
"IRL","TRADEGOODSERV","IMP","PC_GDP","A","2007",72.5600685767424,
"IRL","TRADEGOODSERV","IMP","PC_GDP","A","2008",75.7061619722797,
"IRL","TRADEGOODSERV","IMP","PC_GDP","A","2009",80.0353250916064,
"IRL","TRADEGOODSERV","IMP","PC_GDP","A","2010",86.6825543983235,
"IRL","TRADEGOODSERV","IMP","PC_GDP","A","2011",84.5864708118457,
"IRL","TRADEGOODSERV","IMP","PC_GDP","A","2012",87.0299478509115,
"IRL","TRADEGOODSERV","IMP","PC_GDP","A","2013",85.2336276677793,
"IRL","TRADEGOODSERV","IMP","PC_GDP","A","2014",92.1227695714258,
"IRL","TRADEGOODSERV","IMP","PC_GDP","A","2015",93.3337456858251,
"IRL","TRADEGOODSERV","IMP","PC_GDP","A","2016",106.042332818548,
"IRL","TRADEGOODSERV","IMP","PC_GDP","A","2017",98.9870966849518,
"IRL","TRADEGOODSERV","IMP","PC_GDP","A","2018",94.2914169055969,
"IRL","TRADEGOODSERV","IMP","PC_GDP","A","2019",124.369851881362,
"IRL","TRADEGOODSERV","IMP","PC_GDP","A","2020",114.428560857608,
"ITA","TRADEGOODSERV","IMP","PC_GDP","A","1995",21.0120646415781,
